EventId,Type,Severity,StartTime(UTC),EndTime(UTC),Precipitation(in),TimeZone,AirportCode,LocationLat,LocationLng,City,County,State,ZipCode
W-3819128,Fog,Moderate,2016-01-23 20:47:00+00:00,2016-01-23 20:55:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819129,Fog,Moderate,2016-01-30 17:24:00+00:00,2016-01-30 17:33:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819130,Rain,Light,2016-01-31 15:44:00+00:00,2016-01-31 17:27:00+00:00,0.31,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819131,Rain,Light,2016-01-31 17:47:00+00:00,2016-01-31 18:19:00+00:00,0.11,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819132,Rain,Moderate,2016-01-31 18:19:00+00:00,2016-01-31 19:02:00+00:00,0.95,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819133,Rain,Light,2016-01-31 19:02:00+00:00,2016-01-31 21:47:00+00:00,0.22,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819134,Fog,Moderate,2016-02-06 13:47:00+00:00,2016-02-06 14:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819135,Fog,Moderate,2016-02-09 19:47:00+00:00,2016-02-09 20:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819136,Fog,Moderate,2016-02-11 14:47:00+00:00,2016-02-11 15:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819137,Fog,Moderate,2016-02-13 17:47:00+00:00,2016-02-14 04:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819138,Fog,Severe,2016-02-14 05:47:00+00:00,2016-02-14 06:01:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819139,Fog,Severe,2016-02-14 06:30:00+00:00,2016-02-14 06:59:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819140,Fog,Moderate,2016-02-14 16:47:00+00:00,2016-02-14 21:47:00+00:00,0.0,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
W-3819141,Rain,Light,2016-02-17 21:47:00+00:00,2016-02-18 03:47:00+00:00,0.57,US/Pacific,KCQT,34.0235,-118.2912,Los Angeles,Los Angeles,CA,90007
